,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4D,3,5,4,4,3N,4,36
1,Back,400,491,392,166,530,311,395,180,462,3327
2,Reg.,330,481,362,145,517,301,380,166,447,3129
3,Gold/Ladie,259,387,322,110,422,291,361,140,422,2714
4,Hdcp,3,11,7,17,5,15,9,13,1,­
