,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,3,3N,4,3,3,3,4,4,3,30
1,Back,180,176,188,195,202,193,275,216,174,1799
2,FRONT,170,173,182,185,202,183,260,206,149,1710
3,Hdcp,14,18,12,4,10,8,2,6,16,­
