,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,4,3N,5,3,4D,5,4,36
1,Champion,436,422,366,210,568,165,470,555,455,3647
2,Back,416,403,348,180,522,160,443,536,441,3449
3,Reg.,387,388,330,148,498,154,413,512,417,3247
4,Front,349,310,330,145,482,147,392,474,383,3012
5,Gold,349,294,317,119,482,141,336,474,355,2867
6,Ladies,318,279,298,119,465,141,336,429,355,2740
7,Hdcp,10,2,18,12,6,16,4,14,8,­
