,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,3N,4,4,5D,4,3,4,36
1,Blue,518,435,186,345,345,549,396,193,393,3360
2,White,502,395,176,317,334,526,390,168,369,3177
3,Red,474,272,107,260,250,499,283,147,353,2645
4,Hdcp,7,1,17,11,13,3,5,15,9,­
