,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,3N,4,4,4,5,4D,3,4,36
1,BLUE,519,186,373,359,429,541,391,225,394,3417
2,WHITE,486,170,347,326,407,505,357,197,363,3158
3,RED,412,100,295,278,348,434,307,142,299,2615
4,Hdcp,6,18,10,14,2,4,8,16,12,­
