,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3,5,4,4,4,4,3N,5D,36
1,Back,388,191,574,295,328,317,427,170,481,3171
2,Reg.,383,186,563,284,317,306,416,159,476,3090
3,Front,374,173,535,279,308,302,392,145,451,2959
4,Gold,364,140,520,241,302,283,360,117,431,2758
5,Ladies,363,138,514,241,282,282,358,116,404,2698
6,Hdcp,6,10,2,12,14,16,4,18,8,­
