,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4.0,3N,4.0,4.0,5D,4.0,4.0,3.0,5.0,36
1,バック,415.0,175,399.0,352.0,546,380.0,310.0,164.0,473.0,3214
2,レギュラー,397.0,155,377.0,334.0,526,364.0,301.0,151.0,445.0,3050
3,レディス,356.0,116,321.0,265.0,444,336.0,267.0,134.0,388.0,2627
4,Hdcp,,,,,,,,,,­
