,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,4,4,5D,3,4,5,3N,36
1,Back,334,476,383,301,552,208,410,481,180,3325
2,Reg.,317,465,361,295,519,191,383,476,164,3171
3,Front,308,447,352,280,514,183,378,470,154,3086
4,Gold,290,391,347,264,388,158,288,378,150,2654
5,Ladies,288,310,347,243,384,157,287,378,149,2543
6,Hdcp,13,1,7,15,5,11,3,9,17,­
