,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,5D,3,5,4,4,3N,4,36
1,NICKLAUS,381,437,530,214,551,405,417,190,431,3556
2,MEMORIAL,362,416,504,170,528,385,371,179,395,3310
3,REGULAR,337,388,480,153,503,359,345,164,374,3103
4,GOLD,304,332,443,128,461,329,319,125,352,2793
5,LADIES,275,300,396,107,382,311,300,102,307,2480
6,Hdcp,16,2,10,18,14,8,6,12,4,­
