,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3N,5,4,4D,3,5,4,36
1,B TEE,423,338,167,506,376,349,197,530,428,3314
2,R TEE,400,319,153,486,345,329,176,495,394,3097
3,L TEE,351,296,122,435,320,300,147,447,354,2772
4,C TEE,446,357,181,521,407,369,219,557,452,3509
5,Hdcp,2,12,18,16,6,14,10,4,8,­
