,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Chibuluma Golf Club,White,M,72,70.9,93.5,122,35.3  /  119,35.6  /  124
,Red,M,72,64.8,85.8,113,32.3  /  109,32.5  /  117
,White (w),F,72,77.9,110.8,140,38.7  /  138,39.2  /  141
,Red (w),F,72,70.5,99.1,122,35.2  /  120,35.3  /  123
Ndola Golf Club,Yellow,M,72,72.3,96.0,128,36.6  /  126,35.7  /  129
,White,M,72,70.5,94.0,127,35.6  /  126,34.9  /  127
,Blue,M,72,68.5,91.8,126,34.4  /  126,34.1  /  125
,Red,M,72,66.6,88.1,116,33.6  /  116,33.0  /  115
,White (w),F,72,77.2,109.0,135,39.1  /  137,38.1  /  133
,Blue (w),F,72,74.5,105.4,131,37.5  /  132,37.0  /  130
,Red (w),F,72,72.2,102.1,127,36.4  /  128,35.8  /  126
Nkana Golf Club,Yellow,M,72,74.7,100.6,139,37.1  /  133,37.6  /  145
,White,M,72,71.8,97.2,137,35.5  /  132,36.3  /  141
,Blue,M,72,69.1,92.5,126,34.3  /  121,34.8  /  131
,Red,M,72,66.4,88.5,119,32.9  /  116,33.5  /  122
,White (w),F,72,78.8,113.6,148,38.8  /  144,40.0  /  151
,Blue (w),F,72,74.8,108.3,142,37.1  /  139,37.7  /  145
,Red (w),F,72,71.7,102.6,131,35.7  /  129,36.0  /  133
Roan Antelope Golf Club,White,M,73,72.2,98.4,141,35.9  /  138,36.3  /  144
,Red,M,73,66.6,88.4,118,33.7  /  114,32.9  /  121
,White (w),F,73,79.0,114.6,151,39.4  /  148,39.6  /  153
,Red (w),F,73,72.4,102.6,128,36.5  /  130,35.9  /  126
