,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,5D,4,5,4,3N,4,4,36
1,Back,385,170,497,395,490,380,125,310,375,3127
2,Regular,365,165,485,385,480,295,110,295,365,2945
3,Ladies,355,160,389,290,360,260,107,225,285,2431
4,Champion,395,195,555,465,510,395,210,320,435,3480
5,Hdcp,11,17,5,1,7,3,15,13,9,­
