,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,3,4,4,5,4D,3N,4,36
1,バック,475,338,190,365,340,515,380,159,320,3082
2,レギュラー,465,328,167,350,325,500,365,125,310,2935
3,フロント,450,313,150,293,312,482,325,117,300,2742
4,レディース,400,300,140,285,306,403,303,117,290,2544
5,Hdcp,14,16,12,6,4,2,8,18,10,­
