,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,4,4,5,3N,4,5,4D,36
1,Back,447,195,396,460,495,156,365,539,425,3478
2,Regular,402,182,374,444,476,139,353,518,397,3285
3,Front,373,160,354,424,452,139,336,482,397,3117
4,Gold,348,132,294,393,428,119,297,442,360,2813
5,Ladies,294,117,294,346,428,112,297,342,342,2572
6,Pink,294,117,217,274,299,101,263,317,281,2163
7,Hdcp,11,15,7,1,3,17,13,9,5,­
