,イン,10,11,12,13,14,15,16,17,18,計
0,Par,4.0,3N,4.0,4.0,5D,4.0,3.0,4.0,5.0,36
1,Back T.,455.0,158,417.0,430.0,545,354.0,182.0,441.0,506.0,3488
2,Reg T.,430.0,135,387.0,404.0,477,329.0,157.0,414.0,496.0,3229
3,Ladys T.,300.0,122,284.0,363.0,395,300.0,139.0,323.0,419.0,2645
4,Hdcp,,,,,,,,,,­
