,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5D,4,4,3N,4,4,3,5,36
1,Back,430,519,398,354,157,442,328,202,498,3328
2,Regular,411,502,379,297,137,426,309,188,474,3123
3,Front,390,479,379,297,137,408,308,174,468,3040
4,Gold,371,449,361,227,137,331,295,150,428,2749
5,Ladies,354,392,361,227,137,331,264,142,428,2636
6,Pink,279,359,309,198,86,266,201,142,386,2226
7,Hdcp,4,8,12,6,16,2,14,18,10,­
