,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,4,3,5D,4,4,3N,4,36
1,Back,508,341,444,213,526,337,372,170,380,3291
2,Regular,493,314,343,200,518,330,357,150,367,3072
3,Front,475,302,336,176,494,320,323,144,351,2921
4,LadFront,425,255,331,124,412,258,265,138,300,2508
5,Ladies,461,255,331,124,448,308,265,138,346,2676
6,Hdcp,6,16,2,14,4,12,8,18,10,­
