,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,3,4,5D,3,4,3N,4,35
1,Back,307,436,195,345,503,158,347,162,358,2811
2,REGULAR,287,415,176,315,485,158,337,150,337,2660
3,LADIES,265,373,138,287,429,130,281,103,277,2283
4,Hdcp,17,3,13,15,1,9,11,5,7,­
