,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,4,3N,4,5,3,4D,4,36
1,Back,517,388,386,146,311,493,228,360,400,3229
2,Regular,497,375,362,124,287,475,204,340,384,3048
3,Front,481,338,290,108,282,452,178,323,357,2809
4,LadFront,464,280,280,108,277,408,140,273,293,2523
5,Ladies,464,305,280,108,277,408,140,296,316,2594
6,Hdcp,3,1,9,17,15,7,13,11,5,­
