Unnamed: 0,コース１,コース１.1,コース１.2,コース１.3,コース2,コース2.1,コース2.2,コース2.3,Par,Yards,CourseRating,SlopeRating
沼津ゴルフクラブ,伊豆,Bグリーン,フロント_,2007.12.07,愛鷹Par37,Bグリーン,フロント_,2007.12.07,73,5302,70.0,120
沼津ゴルフクラブ,伊豆,Aグリーン,バック,2007.12.07,駿河Par36,Aグリーン,バック,2007.12.07,72,6226,75.1,134
沼津ゴルフクラブ,伊豆,Aグリーン,レギュラー,2007.12.07,駿河Par36,Aグリーン,レギュラー_,2007.12.07,72,5878,73.3,129
沼津ゴルフクラブ,伊豆,Aグリーン,フロント,2007.12.07,駿河Par36,Aグリーン,フロント,2007.12.07,72,5126,69.5,119
沼津ゴルフクラブ,伊豆,Bグリーン,バック,2007.12.07,駿河Par36,Bグリーン,バック,2007.12.07,72,6146,74.6,133
沼津ゴルフクラブ,伊豆,Bグリーン,レギュラー,2007.12.07,駿河Par36,Bグリーン,レギュラー,2007.12.07,72,5798,72.8,128
沼津ゴルフクラブ,伊豆,Bグリーン,フロント,2007.12.07,駿河Par36,Bグリーン,フロント,2007.12.07,72,5046,69.1,118
沼津ゴルフクラブ,愛鷹,Aグリーン,バック_,2007.12.07,駿河,Aグリーン,バック_,2007.12.07,71,6293,75.3,134
沼津ゴルフクラブ,愛鷹,Aグリーン,レギュラー_,2007.12.07,駿河,Aグリーン,レギュラー_,2007.12.07,71,5915,73.3,129
沼津ゴルフクラブ,愛鷹,Aグリーン,フロント,2007.12.07,駿河,Aグリーン,フロント_,2007.12.07,71,5082,69.2,118
沼津ゴルフクラブ,愛鷹,Bグリーン,バック,2007.12.07,駿河,Bグリーン,バック,2007.12.07,71,6157,74.5,132
沼津ゴルフクラブ,愛鷹,Bグリーン,レギュラー,2007.12.07,駿河,Bグリーン,レギュラー,2007.12.07,71,5787,72.5,127
沼津ゴルフクラブ,愛鷹,Bグリーン,フロント,2007.12.07,駿河,Bグリーン,フロント_,2007.12.07,71,4952,68.5,116
沼津ゴルフクラブ,愛鷹Par37,Aグリーン,バック,2007.12.07,駿河Par36,Aグリーン,バック_,2007.12.07,73,6382,75.8,136
沼津ゴルフクラブ,愛鷹Par37,Aグリーン,レギュラー,2007.12.07,駿河Par36,Aグリーン,レギュラー,2007.12.07,73,6021,73.9,131
沼津ゴルフクラブ,愛鷹Par37,Aグリーン,フロント,2007.12.07,駿河Par36,Aグリーン,フロント_,2007.12.07,73,5326,70.2,121
沼津ゴルフクラブ,愛鷹Par37,Bグリーン,バック,2007.12.07,駿河Par36,Bグリーン,バック_,2007.12.07,73,6246,74.9,133
沼津ゴルフクラブ,愛鷹Par37,Bグリーン,レギュラー,2007.12.07,駿河Par36,Bグリーン,レギュラー_,2007.12.07,73,5893,73.1,129
沼津ゴルフクラブ,愛鷹Par37,Bグリーン,フロント,2007.12.07,駿河Par36,Bグリーン,フロント_,2007.12.07,73,5196,69.6,119
浜名湖カントリークラブ,浜名湖,ベント,トーナメント,2007.05.17,潮見,ベント,トーナメント,2007.05.17,72,6602,76.7,138
浜名湖カントリークラブ,浜名湖,ベント,バック,2007.05.17,潮見,ベント,バック,2007.05.17,72,6312,75.2,135
浜名湖カントリークラブ,浜名湖,ベント,レギュラー,2007.05.17,潮見,ベント,レギュラー,2007.05.17,72,6137,74.4,132
浜名湖カントリークラブ,浜名湖,ベント,ゴールド,2007.05.17,潮見,ベント,ゴールド,2007.05.17,72,5484,71.2,124
浜名湖カントリークラブ,浜名湖,ベント,レディス,2007.05.17,潮見,ベント,レディス,2007.05.17,72,5296,70.2,121
浜名湖カントリークラブ,中,ベント,トーナメント,2007.05.17,浜名湖,ベント,トーナメント,2007.05.17,72,6629,76.9,139
浜名湖カントリークラブ,中,ベント,バック,2007.05.17,浜名湖,ベント,バック,2007.05.17,72,6244,74.9,133
浜名湖カントリークラブ,中,ベント,レギュラー,2007.05.17,浜名湖,ベント,レギュラー,2007.05.17,72,6092,74.1,131
浜名湖カントリークラブ,中,ベント,ゴールド,2007.05.17,浜名湖,ベント,ゴールド,2007.05.17,72,5233,70.1,120
浜名湖カントリークラブ,中,ベント,レディス,2007.05.17,浜名湖,ベント,レディス,2007.05.17,72,5167,69.7,119
浜名湖カントリークラブ,潮見,ベント,トーナメント,2007.05.17,中,ベント,トーナメント,2007.05.17,72,6627,76.8,138
浜名湖カントリークラブ,潮見,ベント,バック,2007.05.17,中,ベント,バック,2007.05.17,72,6210,74.7,133
浜名湖カントリークラブ,潮見,ベント,レギュラー,2007.05.17,中,ベント,レギュラー,2007.05.17,72,6041,73.9,130
浜名湖カントリークラブ,潮見,ベント,ゴールド,2007.05.17,中,ベント,ゴールド,2007.05.17,72,5319,70.3,121
浜名湖カントリークラブ,潮見,ベント,レディス,2007.05.17,中,ベント,レディス,2007.05.17,72,5131,69.3,118
浜松カントリークラブ,アウト,ベント,バック,2014.03.04,イン,ベント,バック,2014.03.04,72,6842,79.6,141
浜松カントリークラブ,アウト,ベント,レギュラー,2014.03.04,イン,ベント,レギュラー,2014.03.04,72,6276,76.5,135
浜松カントリークラブ,アウト,ベント,ゴールド,2014.03.04,イン,ベント,ゴールド,2014.03.04,72,5967,74.4,134
浜松カントリークラブ,アウト,ベント,フロント,2014.03.04,イン,ベント,フロント,2014.03.04,72,5372,71.3,129
浜松シーサイドゴルフクラブ,アウト,ドワーフ,バック,2011.05.17,イン,ドワーフ,バック,2011.05.17,72,6748,80.4,138
浜松シーサイドゴルフクラブ,アウト,ドワーフ,レギュラー,2011.05.17,イン,ドワーフ,レギュラー,2011.05.17,72,6343,77.8,135
浜松シーサイドゴルフクラブ,アウト,ドワーフ,フロント,2011.05.17,イン,ドワーフ,フロント,2011.05.17,72,5924,75.5,132
浜松シーサイドゴルフクラブ,アウト,ドワーフ,レディス,2011.05.17,イン,ドワーフ,レディス,2011.05.17,72,5170,70.6,125
浜松シーサイドゴルフクラブ,アウト,ベント,バック,2011.05.17,イン,ベント,バック,2011.05.17,72,6631,79.0,138
浜松シーサイドゴルフクラブ,アウト,ベント,レギュラー,2011.05.17,イン,ベント,レギュラー,2011.05.17,72,6228,76.7,135
浜松シーサイドゴルフクラブ,アウト,ベント,フロント,2011.05.17,イン,ベント,フロント,2011.05.17,72,5812,74.0,129
浜松シーサイドゴルフクラブ,アウト,ベント,レディス,2011.05.17,イン,ベント,レディス,2011.05.17,72,5031,69.3,123
東富士カントリークラブ,アウト,Aグリーン,バック,2008.11.04,イン,Aグリーン,バック,2008.11.04,72,7034,78.4,142
東富士カントリークラブ,アウト,Aグリーン,レギュラー,2008.11.04,イン,Aグリーン,レギュラー,2008.11.04,72,6595,76.1,137
東富士カントリークラブ,アウト,Bグリーン,バック,2008.11.04,イン,Bグリーン,バック,2008.11.04,72,6788,77.0,139
東富士カントリークラブ,アウト,Bグリーン,レギュラー,2008.11.04,イン,Bグリーン,レギュラー,2008.11.04,72,6347,74.6,133
富嶽カントリークラブ,白鳥,Bグリーン,フルバック,2019.12.05,宝永,Bグリーン,フルバック,2019.12.05,72,7879,85.3,151
富嶽カントリークラブ,白鳥,Bグリーン,バック,2019.12.05,宝永,Bグリーン,バック,2019.12.05,72,7411,82.8,145
富嶽カントリークラブ,白鳥,Bグリーン,レギュラー,2019.12.05,宝永,Bグリーン,レギュラー,2019.12.05,72,6566,78.2,135
富嶽カントリークラブ,白鳥,Bグリーン,フロント1,2019.12.05,宝永,Bグリーン,フロント1,2019.12.05,72,6028,75.1,128
富嶽カントリークラブ,白鳥,Bグリーン,レディース,2019.12.05,宝永,Bグリーン,レディース,2019.12.05,72,5109,69.6,118
富嶽カントリークラブ,白鳥,Kグリーン,フルバック,2019.12.05,宝永,Kグリーン,フルバック,2019.12.05,72,7302,81.8,147
富嶽カントリークラブ,白鳥,Kグリーン,バック,2019.12.05,宝永,Kグリーン,バック,2019.12.05,72,6850,79.4,141
富嶽カントリークラブ,白鳥,Kグリーン,レギュラー,2019.12.05,宝永,Kグリーン,レギュラー,2019.12.05,72,6339,76.3,135
富嶽カントリークラブ,白鳥,Kグリーン,フロント1,2019.12.05,宝永,Kグリーン,フロント1,2019.12.05,72,5464,71.2,126
富嶽カントリークラブ,白鳥,Kグリーン,レディース,2019.12.05,宝永,Kグリーン,レディース,2019.12.05,72,4556,66.3,114
フジ天城ゴルフ倶楽部,松見,Aグリーン,バック,2009.04.13,富士見,Aグリーン,バック,2009.04.13,72,6352,74.7,133
フジ天城ゴルフ倶楽部,松見,Aグリーン,レギュラー_,2009.04.13,富士見,Aグリーン,レギュラー,2009.04.13,72,5836,72.0,126
フジ天城ゴルフ倶楽部,松見,Bグリーン,バック,2009.04.13,富士見,Bグリーン,バック,2009.04.13,72,6129,73.6,130
フジ天城ゴルフ倶楽部,松見,Bグリーン,レギュラー,2009.04.13,富士見,Bグリーン,レギュラー,2009.04.13,72,5613,70.9,123
フジ天城ゴルフ倶楽部,里見,Aグリーン,バック_,2009.04.13,松見,Aグリーン,バック,2009.04.13,72,6408,74.8,133
フジ天城ゴルフ倶楽部,里見,Aグリーン,レギュラー,2009.04.13,松見,Aグリーン,レギュラー,2009.04.13,72,5942,72.3,126
フジ天城ゴルフ倶楽部,里見,Bグリーン,バック_,2009.04.13,松見,Bグリーン,バック,2009.04.13,72,6291,74.2,131
フジ天城ゴルフ倶楽部,里見,Bグリーン,レギュラー,2009.04.13,松見,Bグリーン,レギュラー_,2009.04.13,72,5831,71.8,125
フジ天城ゴルフ倶楽部,里見,Aグリーン,バック,2009.04.13,富士見,Aグリーン,バック,2009.04.13,72,6292,74.4,132
フジ天城ゴルフ倶楽部,里見,Aグリーン,レギュラー,2009.04.13,富士見,Aグリーン,レギュラー_,2009.04.13,72,5868,72.2,126
フジ天城ゴルフ倶楽部,里見,Bグリーン,バック,2009.04.13,富士見,Bグリーン,バック,2009.04.13,72,6186,73.8,131
フジ天城ゴルフ倶楽部,里見,Bグリーン,レギュラー,2009.04.13,富士見,Bグリーン,レギュラー,2009.04.13,72,5756,71.6,125
富士エースゴルフ倶楽部,アウト,Aグリーン,チャンピオン,2014.12.08,イン,Aグリーン,チャンピオン,2014.12.08,72,6527,78.0,136
富士エースゴルフ倶楽部,アウト,Aグリーン,バック,2014.12.08,イン,Aグリーン,バック,2014.12.08,72,6065,75.4,131
富士エースゴルフ倶楽部,アウト,Aグリーン,レギュラー,2014.12.08,イン,Aグリーン,レギュラー,2014.12.08,72,5739,73.3,127
富士エースゴルフ倶楽部,アウト,Aグリーン,フロント,2014.12.08,イン,Aグリーン,フロント,2014.12.08,72,5339,71.1,123
富士エースゴルフ倶楽部,アウト,Aグリーン,レディース,2014.12.08,イン,Aグリーン,レディース,2014.12.08,72,4767,67.8,116
富士エースゴルフ倶楽部,アウト,Bグリーン,チャンピオン,2014.12.08,イン,Bグリーン,チャンピオン,2014.12.08,72,6448,77.9,139
富士エースゴルフ倶楽部,アウト,Bグリーン,バック,2014.12.08,イン,Bグリーン,バック,2014.12.08,72,5986,75.3,133
富士エースゴルフ倶楽部,アウト,Bグリーン,レギュラー,2014.12.08,イン,Bグリーン,レギュラー,2014.12.08,72,5670,73.3,128
富士エースゴルフ倶楽部,アウト,Bグリーン,フロント,2014.12.08,イン,Bグリーン,フロント,2014.12.08,72,5260,71.0,124
富士エースゴルフ倶楽部,アウト,Bグリーン,レディース,2014.12.08,イン,Bグリーン,レディース,2014.12.08,72,4688,67.8,116
富士小山ゴルフクラブ,OUT,左グリーン,チャンピオン,2017.04.19,IN,左グリーン,チャンピオン,2017.04.19,72,7015,80.2,140
富士小山ゴルフクラブ,OUT,左グリーン,バック,2017.04.19,IN,左グリーン,バック,2017.04.19,72,6929,79.8,138
富士小山ゴルフクラブ,OUT,左グリーン,レギュラー,2017.04.19,IN,左グリーン,レギュラー,2017.04.19,72,6492,77.4,134
富士小山ゴルフクラブ,OUT,左グリーン,フロント,2017.04.19,IN,左グリーン,フロント,2017.04.19,72,6104,75.3,130
富士小山ゴルフクラブ,OUT,左グリーン,レディース,2017.04.19,IN,左グリーン,レディース,2017.04.19,72,5538,72.3,122
富士小山ゴルフクラブ,OUT,右グリーン,チャンピオン,2017.04.19,IN,右グリーン,チャンピオン,2017.04.19,72,6990,80.2,143
富士小山ゴルフクラブ,OUT,右グリーン,バック,2017.04.19,IN,右グリーン,バック,2017.04.19,72,6904,79.7,142
富士小山ゴルフクラブ,OUT,右グリーン,レギュラー,2017.04.19,IN,右グリーン,レギュラー,2017.04.19,72,6467,77.4,138
富士小山ゴルフクラブ,OUT,右グリーン,フロント,2017.04.19,IN,右グリーン,フロント,2017.04.19,72,6075,75.3,133
富士小山ゴルフクラブ,OUT,右グリーン,レディース,2017.04.19,IN,右グリーン,レディース,2017.04.19,72,5573,72.2,127
富士カントリークラブ,アウト,ベント,バック1,2018.02.16,イン,ベント,バック1,2018.02.16,72,6832,80.3,143
富士カントリークラブ,アウト,ベント,バック2,2018.02.16,イン,ベント,バック2,2018.02.16,72,6780,80.0,143
富士カントリークラブ,アウト,ベント,レギュラー,2018.02.16,イン,ベント,レギュラー,2018.02.16,72,6495,78.3,141
富士カントリークラブ,アウト,ベント,フロント1,2018.02.16,イン,ベント,フロント1,2018.02.16,72,6178,76.5,138
富士カントリークラブ,アウト,ベント,フロント2,2018.02.16,イン,ベント,フロント2,2018.02.16,72,6130,76.2,137
富士カントリークラブ,アウト,ベント,レディス1,2018.02.16,イン,ベント,レディス1,2018.02.16,72,5841,74.5,135
富士カントリークラブ,アウト,ベント,レディス2,2018.02.16,イン,ベント,レディス2,2018.02.16,72,5811,74.3,134
富士カントリークラブ,アウト,ベント,ピンク,2018.02.16,イン,ベント,ピンク,2018.02.16,72,5251,70.9,128
富士カントリークラブ,アウト,ベント,グリーン,2018.02.16,イン,ベント,グリーン,2018.02.16,72,4769,68.4,122
富士グリーンヒルゴルフコース,アウト,Aグリーン,バック,2015.08.03,イン,Aグリーン,バック,2015.08.03,72,6455,77.9,137
富士グリーンヒルゴルフコース,アウト,Aグリーン,レギュラー,2015.08.03,イン,Aグリーン,レギュラー,2015.08.03,72,6174,76.3,134
富士グリーンヒルゴルフコース,アウト,Aグリーン,フロント1,2015.08.03,イン,Aグリーン,フロント1,2015.08.03,72,5877,74.3,131
富士グリーンヒルゴルフコース,アウト,Aグリーン,レディース,2015.08.03,イン,Aグリーン,レディース,2015.08.03,72,5405,71.7,125
富士グリーンヒルゴルフコース,アウト,Bグリーン,バック,2015.08.03,イン,Bグリーン,バック,2015.08.03,72,6217,76.6,134
富士グリーンヒルゴルフコース,アウト,Bグリーン,レギュラー,2015.08.03,イン,Bグリーン,レギュラー,2015.08.03,72,5951,75.0,131
富士グリーンヒルゴルフコース,アウト,Bグリーン,フロント1,2015.08.03,イン,Bグリーン,フロント1,2015.08.03,72,5641,73.1,128
富士グリーンヒルゴルフコース,アウト,Bグリーン,レディース,2015.08.03,イン,Bグリーン,レディース,2015.08.03,72,5169,70.2,123
富士チサンカントリークラブ,駿河,Aグリーン,バック,2013.03.26,白糸,Aグリーン,バック,2013.03.26,72,6688,79.2,137
富士チサンカントリークラブ,駿河,Aグリーン,レギュラー,2013.03.26,白糸,Aグリーン,レギュラー,2013.03.26,72,6360,77.1,133
富士チサンカントリークラブ,駿河,Aグリーン,フロント,2013.03.26,白糸,Aグリーン,フロント,2013.03.26,72,6044,75.4,129
富士チサンカントリークラブ,駿河,Aグリーン,レディース,2013.03.26,白糸,Aグリーン,レディース,2013.03.26,72,5184,70.5,120
富士チサンカントリークラブ,駿河,Bグリーン,バック,2013.03.26,白糸,Bグリーン,バック,2013.03.26,72,6489,77.8,134
富士チサンカントリークラブ,駿河,Bグリーン,レギュラー,2013.03.26,白糸,Bグリーン,レギュラー,2013.03.26,72,6147,75.7,131
富士チサンカントリークラブ,駿河,Bグリーン,フロント,2013.03.26,白糸,Bグリーン,フロント,2013.03.26,72,5841,74.0,127
富士チサンカントリークラブ,駿河,Bグリーン,レディース,2013.03.26,白糸,Bグリーン,レディース,2013.03.26,72,4979,69.1,117
富士チサンカントリークラブ,白糸,Aグリーン,バック,2013.03.26,富士,Aグリーン,バック,2013.03.26,72,6538,78.1,133
富士チサンカントリークラブ,白糸,Aグリーン,レギュラー,2013.03.26,富士,Aグリーン,レギュラー,2013.03.26,72,6118,75.5,128
富士チサンカントリークラブ,白糸,Aグリーン,フロント,2013.03.26,富士,Aグリーン,フロント,2013.03.26,72,5844,73.9,124
富士チサンカントリークラブ,白糸,Aグリーン,レディース,2013.03.26,富士,Aグリーン,レディース,2013.03.26,72,5024,69.2,116
富士チサンカントリークラブ,白糸,Bグリーン,バック,2013.03.26,富士,Bグリーン,バック,2013.03.26,72,6432,77.5,131
富士チサンカントリークラブ,白糸,Bグリーン,レギュラー,2013.03.26,富士,Bグリーン,レギュラー,2013.03.26,72,5997,74.8,126
富士チサンカントリークラブ,白糸,Bグリーン,フロント,2013.03.26,富士,Bグリーン,フロント,2013.03.26,72,5725,73.2,122
富士チサンカントリークラブ,白糸,Bグリーン,レディース,2013.03.26,富士,Bグリーン,レディース,2013.03.26,72,4903,68.5,113
富士チサンカントリークラブ,富士,Aグリーン,バック,2013.03.26,駿河,Aグリーン,バック,2013.03.26,72,6476,77.7,135
富士チサンカントリークラブ,富士,Aグリーン,レギュラー,2013.03.26,駿河,Aグリーン,レギュラー,2013.03.26,72,6058,75.0,131
富士チサンカントリークラブ,富士,Aグリーン,フロント,2013.03.26,駿河,Aグリーン,フロント,2013.03.26,72,5788,73.5,127
富士チサンカントリークラブ,富士,Aグリーン,レディース,2013.03.26,駿河,Aグリーン,レディース,2013.03.26,72,5102,69.3,121
富士チサンカントリークラブ,富士,Bグリーン,バック,2013.03.26,駿河,Bグリーン,バック,2013.03.26,72,6387,77.1,134
富士チサンカントリークラブ,富士,Bグリーン,レギュラー,2013.03.26,駿河,Bグリーン,レギュラー,2013.03.26,72,5966,74.3,130
富士チサンカントリークラブ,富士,Bグリーン,フロント,2013.03.26,駿河,Bグリーン,フロント,2013.03.26,72,5704,72.8,127
富士チサンカントリークラブ,富士,Bグリーン,レディース,2013.03.26,駿河,Bグリーン,レディース,2013.03.26,72,5018,68.8,120
富士宮ゴルフクラブ,アウト,Aグリーン,バック,2010.11.05,イン,Aグリーン,バック,2010.11.05,72,6729,77.5,140
富士宮ゴルフクラブ,アウト,Aグリーン,レギュラー,2010.11.05,イン,Aグリーン,レギュラー,2010.11.05,72,6373,75.6,135
富士宮ゴルフクラブ,アウト,Aグリーン,フロント1,2010.11.05,イン,Aグリーン,フロント1,2010.11.05,72,5643,71.8,125
富士宮ゴルフクラブ,アウト,Bグリーン,バック,2010.11.05,イン,Bグリーン,バック,2010.11.05,72,6507,76.3,137
富士宮ゴルフクラブ,アウト,Bグリーン,レギュラー,2010.11.05,イン,Bグリーン,レギュラー,2010.11.05,72,6149,74.5,132
富士宮ゴルフクラブ,アウト,Bグリーン,フロント1,2010.11.05,イン,Bグリーン,フロント1,2010.11.05,72,5419,70.6,122
富士宮ゴルフクラブ,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
愛知カンツリー倶楽部,アウト,ベント,バック,2013.03.08,イン,ベント,バック,2013.03.08,74,7163,81.7,147
愛知カンツリー倶楽部,アウト,ベント,レギュラー,2013.03.08,イン,ベント,レギュラー,2013.03.08,74,6638,79.3,136
愛知カンツリー倶楽部,アウト,ベント,フロント,2013.03.08,イン,ベント,フロント,2013.03.08,74,6146,76.1,131
愛知カンツリー倶楽部,アウト,ベント,レディース,2013.03.08,イン,ベント,レディース,2013.03.08,74,5929,75.0,131
葵カントリークラブ,家康アウト,バミューダ,バック,2021.10.27,家康イン,バミューダ,バック,2021.10.27,72,6663,79.9,144
葵カントリークラブ,家康アウト,バミューダ,レギュラー,2021.10.27,家康イン,バミューダ,レギュラー,2021.10.27,72,6325,78.0,140
葵カントリークラブ,家康アウト,バミューダ,フロント,2021.10.27,家康イン,バミューダ,フロント,2021.10.27,72,6113,76.9,135
葵カントリークラブ,家康アウト,バミューダ,ゴールド,2021.10.27,家康イン,バミューダ,ゴールド,2021.10.27,72,5531,73.2,135
葵カントリークラブ,家康アウト,バミューダ,レディース,2021.10.27,家康イン,バミューダ,レディース,2021.10.27,72,5158,71.0,131
葵カントリークラブ,家康アウト,バミューダ,ピンク,2021.10.27,家康イン,バミューダ,ピンク,2021.10.27,72,4913,69.8,126
葵カントリークラブ,家康アウト,バミューダ,オレンジ,2021.10.27,家康イン,バミューダ,オレンジ,2021.10.27,72,3780,63.1,109
葵カントリークラブ,竹千代アウト,ベント,バック,2021.10.27,竹千代イン,ベント,バック,2021.10.27,72,6495,79.1,145
葵カントリークラブ,竹千代アウト,ベント,レギュラー,2021.10.27,竹千代イン,ベント,レギュラー,2021.10.27,72,6190,77.2,140
葵カントリークラブ,竹千代アウト,ベント,フロント,2021.10.27,竹千代イン,ベント,フロント,2021.10.27,72,5947,75.9,138
葵カントリークラブ,竹千代アウト,ベント,ゴールド,2021.10.27,竹千代イン,ベント,ゴールド,2021.10.27,72,5363,72.3,133
葵カントリークラブ,竹千代アウト,ベント,レディース,2021.10.27,竹千代イン,ベント,レディース,2021.10.27,72,5066,70.7,129
葵カントリークラブ,竹千代アウト,ベント,ピンク,2021.10.27,竹千代イン,ベント,ピンク,2021.10.27,72,4524,67.0,124
葵カントリークラブ,竹千代アウト,ベント,オレンジ,2021.10.27,竹千代イン,ベント,オレンジ,2021.10.27,72,3615,62.1,109
稲武カントリークラブ,アウト,ベント,バック,2009.05.22,イン,ベント,バック,2009.05.22,72,6838,77.8,141
稲武カントリークラブ,アウト,ベント,レギュラー,2009.05.22,イン,ベント,レギュラー,2009.05.22,72,6438,75.8,136
稲武カントリークラブ,アウト,ベント,フロント,2009.05.22,イン,ベント,フロント,2009.05.22,72,6028,73.8,131
稲武カントリークラブ,アウト,ベント,レディス,2009.05.22,イン,ベント,レディス,2009.05.22,72,5543,71.2,123
犬山カンツリー倶楽部,OUT,KG,バック,2017.09.14,IN,KG,バック,2017.09.14,72,6779,79.9,138
犬山カンツリー倶楽部,OUT,KG,レギュラー,2017.09.14,IN,KG,レギュラー,2017.09.14,72,6422,77.8,137
犬山カンツリー倶楽部,OUT,KG,フロント,2017.09.14,IN,KG,フロント,2017.09.14,72,6272,77.1,134
犬山カンツリー倶楽部,OUT,KG,シニア,2017.09.14,IN,KG,シニア,2017.09.14,72,5729,73.8,128
犬山カンツリー倶楽部,OUT,KG,レディース,2017.09.14,IN,KG,レディース,2017.09.14,72,5132,70.3,121
犬山カンツリー倶楽部,OUT,BG,バック,2017.09.14,IN,BG,バック,2017.09.14,72,6765,80.2,139
犬山カンツリー倶楽部,OUT,BG,レギュラー,2017.09.14,IN,BG,レギュラー,2017.09.14,72,6409,77.8,138
犬山カンツリー倶楽部,OUT,BG,フロント,2017.09.14,IN,BG,フロント,2017.09.14,72,6247,77.2,137
犬山カンツリー倶楽部,OUT,BG,シニア,2017.09.14,IN,BG,シニア,2017.09.14,72,5716,73.8,130
犬山カンツリー倶楽部,OUT,BG,レディース,2017.09.14,IN,BG,レディース,2017.09.14,72,5121,70.3,128
ウッドフレンズ森林公園ゴルフ場,西アウト,ベント(7H左G),チャンピオン,2021.06.15,西イン,ベント,チャンピオン,2021.06.15,72,7059,81.6,147
ウッドフレンズ森林公園ゴルフ場,西アウト,ベント(7H左G),バック,2021.06.15,西イン,ベント,バック,2021.06.15,72,6930,80.8,147
ウッドフレンズ森林公園ゴルフ場,西アウト,ベント(7H左G),レギュラー,2021.06.15,西イン,ベント,レギュラー,2021.06.15,72,6586,79.0,140
ウッドフレンズ森林公園ゴルフ場,西アウト,ベント(7H左G),フロント,2021.06.15,西イン,ベント,フロント,2021.06.15,72,6154,76.7,138
ウッドフレンズ森林公園ゴルフ場,西アウト,ベント(7H左G),ゴールド,2021.06.15,西イン,ベント,ゴールド,2021.06.15,72,5821,74.7,132
ウッドフレンズ森林公園ゴルフ場,西アウト,ベント(7H左G),レディス,2021.06.15,西イン,ベント,レディス,2021.06.15,72,5284,71.5,124
ウッドフレンズ森林公園ゴルフ場,西アウト,ベント(7H右G),チャンピオン,2021.06.15,西イン,ベント,チャンピオン,2021.06.15,72,7055,81.5,146
ウッドフレンズ森林公園ゴルフ場,西アウト,ベント(7H右G),バック,2021.06.15,西イン,ベント,バック,2021.06.15,72,6926,80.7,146
ウッドフレンズ森林公園ゴルフ場,西アウト,ベント(7H右G),レギュラー,2021.06.15,西イン,ベント,レギュラー,2021.06.15,72,6578,78.9,140
ウッドフレンズ森林公園ゴルフ場,西アウト,ベント(7H右G),フロント,2021.06.15,西イン,ベント,フロント,2021.06.15,72,6150,76.7,137
ウッドフレンズ森林公園ゴルフ場,西アウト,ベント(7H右G),ゴールド,2021.06.15,西イン,ベント,ゴールド,2021.06.15,72,5817,74.6,132
ウッドフレンズ森林公園ゴルフ場,西アウト,ベント(7H右G),レディス,2021.06.15,西イン,ベント,レディス,2021.06.15,72,5280,71.5,123
ウッドフレンズ森林公園ゴルフ場,東アウト,ベント,チャンピオン,2021.06.15,東イン,ベント,チャンピオン,2021.06.15,72,6808,79.9,142
ウッドフレンズ森林公園ゴルフ場,東アウト,ベント,バック,2021.06.15,東イン,ベント,バック,2021.06.15,72,6764,79.8,142
ウッドフレンズ森林公園ゴルフ場,東アウト,ベント,レギュラー,2021.06.15,東イン,ベント,レギュラー,2021.06.15,72,6428,77.8,139
ウッドフレンズ森林公園ゴルフ場,東アウト,ベント,フロント,2021.06.15,東イン,ベント,フロント,2021.06.15,72,6094,76.3,136
ウッドフレンズ森林公園ゴルフ場,東アウト,ベント,ゴールド,2021.06.15,東イン,ベント,ゴールド,2021.06.15,72,5773,74.3,131
ウッドフレンズ森林公園ゴルフ場,東アウト,ベント,レディス,2021.06.15,東イン,ベント,レディス,2021.06.15,72,5214,71.0,127
ウッドフレンズ名古屋港ゴルフ倶楽部,アウト,ベント,バック①,2016.09.27,イン,ベント,バック①,2016.09.27,72,6647,78.9,141
ウッドフレンズ名古屋港ゴルフ倶楽部,アウト,ベント,バック②,2016.09.27,イン,ベント,バック②,2016.09.27,72,6617,78.7,141
ウッドフレンズ名古屋港ゴルフ倶楽部,アウト,ベント,バック③,2016.09.27,イン,ベント,バック③,2016.09.27,72,6559,78.3,141
ウッドフレンズ名古屋港ゴルフ倶楽部,アウト,ベント,レギュラー,2016.09.27,イン,ベント,レギュラー,2016.09.27,72,6196,76.2,134
ウッドフレンズ名古屋港ゴルフ倶楽部,アウト,ベント,フロント,2016.09.27,イン,ベント,フロント,2016.09.27,72,5843,73.8,131
ウッドフレンズ名古屋港ゴルフ倶楽部,アウト,ベント,レディース,2016.09.27,イン,ベント,レディース,2016.09.27,72,5332,70.8,121
岡崎カントリー倶楽部,アウト,Aグリーン,ブラック,2021.09.14,イン,Aグリーン,ブラック,2021.09.14,72,6114,76.3,137
岡崎カントリー倶楽部,アウト,Aグリーン,ブルー,2021.09.14,イン,Aグリーン,ブルー,2021.09.14,72,6020,75.9,135
岡崎カントリー倶楽部,アウト,Aグリーン,ホワイト,2021.09.14,イン,Aグリーン,ホワイト,2021.09.14,72,5618,73.2,131
岡崎カントリー倶楽部,アウト,Aグリーン,グリーン,2021.09.14,イン,Aグリーン,グリーン,2021.09.14,72,5225,71.2,128
岡崎カントリー倶楽部,アウト,Aグリーン,レッド,2021.09.14,イン,Aグリーン,レッド,2021.09.14,72,4480,67.0,117
岡崎カントリー倶楽部,アウト,Bグリーン,ブラック,2021.09.14,イン,Bグリーン,ブラック,2021.09.14,72,6459,78.3,141
