,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3,5,4,4,5,3N,4D,36
1,Black,425,345,180,590,420,410,590,175,501,3636
2,Blue,395,320,170,585,375,390,570,160,445,3410
3,White,380,310,140,560,360,360,540,145,430,3225
4,Red,335,255,115,420,305,325,410,115,365,2645
5,Hdcp,2,14,18,16,4,8,10,12,6,­
