,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3,5,4D,4,4,4,3N,5,36
1,Champion,343,208,598,470,451,384,477,190,544,3665
2,Back,343,208,563,470,428,384,454,190,544,3584
3,Regular,325,187,538,414,404,368,420,169,519,3344
4,LADIES,314,125,450,316,305,298,341,142,439,2730
5,Hdcp,16,10,4,2,8,14,12,18,6,­
