,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,5,3,4,4,3N,4,5D,36
1,Black,403,392,498,197,437,372,208,387,564,3458
2,Blue,372,370,479,177,416,356,165,366,524,3225
3,White,350,350,459,156,395,337,142,343,496,3028
4,Green,301,297,440,120,370,323,125,322,426,2724
5,Red,280,288,368,90,303,312,96,276,408,2421
6,Hdcp,10,16,4,8,2,14,18,12,6,­
