,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5D,4,3,4,3N,4,5,4,36
1,BLUE,328,553,378,205,312,203,451,528,397,3355
2,WHITE,310,522,352,177,262,186,431,506,357,3103
3,Red,293,460,305,141,241,170,332,456,329,2727
4,Hdcp,13,9,3,11,5,17,1,7,15,­
