,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5D,4,4,3N,5,4,4,3,36
1,CHAMPION,369,578,390,419,164,556,437,403,206,3522
2,Back,369,558,390,419,164,556,437,403,186,3482
3,REGULAR,358,549,379,410,155,544,425,393,176,3389
4,FRONT1,335,525,360,386,155,505,380,373,152,3171
5,FRONT2,317,481,334,364,147,476,355,339,152,2965
6,FRONT3,254,437,303,331,147,444,302,303,137,2658
7,Hdcp,10,4,16,8,14,2,6,12,18,­
