,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,4,4D,3,4,5,3N,5,36
1,Black,432,361,443,456,165,417,630,177,571,3652
2,Blue,412,325,401,440,165,391,578,155,536,3403
3,White,379,291,381,391,135,329,516,137,505,3064
4,Ladies,313,231,285,306,125,313,426,137,392,2528
5,Hdcp,10,18,4,2,14,8,6,12,16,­
