,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,3N,4,4,3,4,4D,5,4,36
1,Black,561,231,471,371,205,406,408,615,483,3751
2,Blue,516,193,439,350,191,387,399,554,434,3463
3,White,488,179,379,323,158,360,377,514,414,3192
4,Ladies,403,157,299,275,139,266,283,384,361,2567
5,Hdcp,9,3,1,7,15,13,5,17,11,­
