,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,4,3,4,4,4,3,5D,36
1,Back,481,321,391,189,419,432,411,177,510,3331
2,Reg.,451,285,369,156,396,409,390,160,493,3109
3,Hdcp,11,15,13,7,9,1,3,17,5,­
