,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,3,4,4,4,3N,5D,4,36
1,BLACK,397,557,210,432,427,405,141,527,456,3552
2,BＬＵＥ,371,548,177,371,405,379,129,502,373,3255
3,ＷＨＩＴＥ,354,514,162,371,395,364,129,475,357,3121
4,GOLD,338,474,130,352,350,331,110,450,342,2877
5,Pink,216,325,108,175,205,218,80,290,213,1830
6,Red,338,474,130,240,266,331,105,450,342,2676
7,Hdcp,10,4,16,2,8,14,18,6,12,­
