,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,3,3,5D,4,3N,4,5,36
1,Back,360,534,202,163,440,365,167,326,513,3070
2,REGULAR,340,527,202,127,440,275,143,304,508,2866
3,LADIES,230,485,174,127,405,240,82,243,474,2460
4,CHAMPION,370,534,214,163,502,365,167,326,555,3196
5,Hdcp,10,8,2,14,4,12,18,16,6,­
