,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5D,3N,4,4,4,3,4,5,4,36
1,Black,550,202,395,408,393,175,378,512,400,3413
2,Blue,524,184,373,390,369,154,362,477,380,3213
3,White,502,164,352,367,352,130,345,456,360,3028
4,Green,490,146,330,348,310,110,321,438,312,2805
5,Red,409,100,254,308,247,103,268,321,248,2258
6,Hdcp,9,15,3,7,1,13,17,11,5,­
