,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,4,3,4,5D,4,3,5,36
1,BLUE,397,399,392,149,377,535,363,159,605,3376
2,WHITE,378,381,367,140,362,517,345,149,537,3176
3,RED,354,359,341,129,328,407,297,136,398,2749
4,Hdcp,9,3,11,15,13,1,7,17,5,­
