golf_course_id,name,prefecture_id,created_at,updated_at,country_code,lon,lat
2111,スウェーデンヒルズゴルフ倶楽部,1,1680528680,1680528680,jp,141.458237,43.21796
2124,セント旭川ゴルフ倶楽部,1,1680528680,1680528680,jp,142.354446,43.843334
2226,大雪山カントリークラブ,1,1680528680,1680528680,jp,142.475906,43.665112
2227,滝のカントリークラブ,1,1680528680,1680528680,jp,141.352722,42.906437
2229,樽前カントリークラブ,1,1680528680,1680528680,jp,141.47493,42.62672
2189,ダイナスティゴルフクラブ有明,1,1680528680,1680528680,jp,141.41626,42.932892
2193,ダイナスティゴルフクラブ北広島,1,1680528680,1680528680,jp,141.45549,42.931763
2163,伊達カントリークラブ,1,1680528680,1680528680,jp,140.835434,42.521938
2125,チサンカントリークラブ銭函,1,1680528680,1680528680,jp,141.172058,43.129154
2215,千歳空港カントリークラブ,1,1680528680,1680528680,jp,141.696548,42.727325
2127,ツキサップゴルフクラブ,1,1680528680,1680528680,jp,141.408768,42.935471
2206,十勝カントリークラブ,1,1680528680,1680528680,jp,143.177536,42.948586
2260,名寄白樺カントリー倶楽部,1,1680528680,1680528680,jp,142.49617,44.322937
2139,ノースバレーカントリークラブ,1,1680528680,1680528680,jp,141.934738,45.420856
2234,登別カントリー倶楽部,1,1680528680,1680528680,jp,141.108551,42.485199
2246,函館シーサイドカントリークラブ,1,1680528680,1680528680,jp,140.87355,41.785847
2140,ハッピーバレーゴルフクラブ札幌,1,1680528680,1680528680,jp,141.536652,43.242645
2263,羊ヶ丘カントリークラブ,1,1680528680,1680528680,jp,141.385635,42.966469
2250,平取カントリー倶楽部,1,1680528680,1680528680,jp,142.106339,42.578773
2094,フォレスト旭川カントリークラブ,1,1680528680,1680528680,jp,142.331329,43.691463
2238,北海道ブルックスカントリークラブ,1,1680528680,1680528680,jp,141.669342,42.722103
2256,北海道リンクスカントリー倶楽部,1,1680528680,1680528680,jp,141.814774,43.255283
2212,真駒内カントリークラブ,1,1680528680,1680528680,jp,141.322098,42.917725
2217,増毛ゴルフ倶楽部,1,1680528680,1680528680,jp,141.630981,43.871273
2204,室蘭ゴルフ倶楽部,1,1680528680,1680528680,jp,140.954956,42.38467
2262,紋別カントリークラブ,1,1680528680,1680528680,jp,143.349289,44.317387
2230,稚内カントリークラブ,1,1680528680,1680528680,jp,141.834915,45.299824
1141,青森カントリー倶楽部,2,1680528680,1680528680,jp,140.747147,40.741753
1142,青森ロイヤルゴルフクラブ,2,1680528680,1680528680,jp,140.573792,40.493443
1150,下北スリーハンドレッドゴルフクラブ,2,1680528680,1680528680,jp,141.280304,40.992958
1146,東奥カントリークラブ,2,1680528680,1680528680,jp,140.875107,40.819813
1140,十和田国際カントリークラブ,2,1680528680,1680528680,jp,141.327789,40.632736
1138,夏泊ゴルフリンクス,2,1680528680,1680528680,jp,140.903809,40.98056
1147,八戸カントリークラブ,2,1680528680,1680528680,jp,141.596634,40.464165
1149,八甲田ビューカントリークラブ,2,1680528680,1680528680,jp,141.073318,40.612694
1135,びわの平ゴルフ倶楽部,2,1680528680,1680528680,jp,140.808365,40.511345
1136,みちのく国際ゴルフ倶楽部,2,1680528680,1680528680,jp,141.215393,40.653854
268,安比高原ゴルフクラブ,3,1680528680,1680528680,jp,140.978287,40.004765
269,一関カントリークラブ,3,1680528680,1680528680,jp,141.032562,38.911182
272,岩手沼宮内カントリークラブ,3,1680528680,1680528680,jp,141.177734,40.0144
275,栗駒ゴルフ倶楽部,3,1680528680,1680528680,jp,141.031586,39.167782
286,南部富士カントリークラブ,3,1680528680,1680528680,jp,141.125137,39.911411
276,ニュー軽米カントリークラブ,3,1680528680,1680528680,jp,141.469757,40.261238
287,八幡平カントリークラブ,3,1680528680,1680528680,jp,140.882217,39.611668
285,南岩手カントリークラブ,3,1680528680,1680528680,jp,141.190109,38.866306
273,宮古カントリークラブ,3,1680528680,1680528680,jp,141.958237,39.695877
281,盛岡カントリークラブ,3,1680528680,1680528680,jp,141.180038,39.703033
282,盛岡ハイランドカントリークラブ,3,1680528680,1680528680,jp,141.074768,39.67355
283,盛岡南ゴルフ倶楽部,3,1680528680,1680528680,jp,141.193695,39.477444
2303,ローズランドカントリークラブ,3,1680528680,1680528680,jp,141.177734,40.0144
435,泉国際ゴルフ倶楽部,4,1680528680,1680528680,jp,140.811874,38.355473
434,泉パークタウンゴルフ倶楽部,4,1680528680,1680528680,jp,140.842056,38.345318
404,おおさとゴルフ倶楽部,4,1680528680,1680528680,jp,140.979263,38.398987
411,グレースリッジカントリークラブ,4,1680528680,1680528680,jp,140.751755,38.202587
405,グレート仙台カントリー倶楽部,4,1680528680,1680528680,jp,140.71376,38.264965
432,仙台空港カントリークラブ,4,1680528680,1680528680,jp,140.829147,38.145924
414,仙台クラシックゴルフ倶楽部,4,1680528680,1680528680,jp,140.9155631,38.3856542
407,仙台ヒルズゴルフ倶楽部,4,1680528680,1680528680,jp,140.824844,38.301132
433,仙台南ゴルフ倶楽部,4,1680528680,1680528680,jp,140.703354,38.084415
440,富谷カントリークラブ,4,1680528680,1680528680,jp,140.9033032,38.4073998
416,花の杜ゴルフクラブ,4,1680528680,1680528680,jp,140.855347,38.465439
438,東蔵王ゴルフ倶楽部,4,1680528680,1680528680,jp,140.609756,38.204102
425,松島国際カントリークラブ,4,1680528680,1680528680,jp,141.006302,38.421173
419,宮城カントリークラブ,4,1680528680,1680528680,jp,141.171967,38.539642
420,宮城蔵王カントリークラブ,4,1680528680,1680528680,jp,140.590195,38.126991
421,宮城野ゴルフクラブ,4,1680528680,1680528680,jp,140.889236,37.905445
409,杜の公園ゴルフクラブ,4,1680528680,1680528680,jp,140.684265,38.172703
437,杜の都ゴルフ倶楽部,4,1680528680,1680528680,jp,140.913696,38.416039
444,利府ゴルフ倶楽部,4,1680528680,1680528680,jp,140.966507,38.356651
2362,秋田北空港クラシックゴルフ倶楽部,5,1680528680,1680528680,jp,140.381363,40.133564
1031,秋田太平山カントリークラブ,5,1680528680,1680528680,jp,140.159393,39.700222
1032,秋田椿台カントリークラブ,5,1680528680,1680528680,jp,140.181107,39.62706
1028,羽後カントリー倶楽部,5,1680528680,1680528680,jp,140.429398,39.358028
1033,大館カントリークラブ,5,1680528680,1680528680,jp,140.6010471,40.2154655
1035,大野台ゴルフクラブ,5,1680528680,1680528680,jp,140.336212,40.220131
1036,男鹿ゴルフクラブ,5,1680528680,1680528680,jp,139.871918,39.944061
1026,ノースハンプトンゴルフ倶楽部,5,1680528680,1680528680,jp,140.293106,39.671055
1038,能代カントリークラブ,5,1680528680,1680528680,jp,140.038513,40.284325
1037,南秋田カントリークラブ,5,1680528680,1680528680,jp,140.111618,39.819218
1027,ロイヤルセンチュリーゴルフ倶楽部,5,1680528680,1680528680,jp,140.3564,39.670597
860,さくらんぼカントリークラブ,6,1680528680,1680528680,jp,140.373383,38.510536
872,蔵王カントリークラブ,6,1680528680,1680528680,jp,140.31485,38.174347
863,庄内ゴルフ倶楽部,6,1680528680,1680528680,jp,139.975952,38.791195
871,新庄アーデンゴルフ倶楽部,6,1680528680,1680528680,jp,140.284332,38.763737
875,天童カントリークラブ,6,1680528680,1680528680,jp,140.429565,38.389481
862,ニューブラッサムガーデンクラブ,6,1680528680,1680528680,jp,140.274445,38.433216
867,山形ゴルフ倶楽部,6,1680528680,1680528680,jp,140.208282,38.289837
868,山形南カントリークラブ,6,1680528680,1680528680,jp,140.031052,38.002377
876,湯の浜カントリークラブ,6,1680528680,1680528680,jp,139.764343,38.779484
1909,会津磐梯カントリークラブ,7,1680528680,1680528680,jp,139.989777,37.518967
1913,五浦庭園カントリークラブ,7,1680528680,1680528680,jp,140.75705,36.876595
1905,宇津峰カントリークラブ,7,1680528680,1680528680,jp,140.42688,37.287136
1921,大玉カントリークラブ,7,1680528680,1680528680,jp,140.375488,37.535126
1916,小名浜カントリー倶楽部,7,1680528680,1680528680,jp,140.940353,36.973965
1893,グランディ那須白河ゴルフクラブ,7,1680528680,1680528680,jp,140.164322,37.14769
1912,郡山熱海カントリークラブ,7,1680528680,1680528680,jp,140.272171,37.507568
1911,郡山ゴルフ倶楽部,7,1680528680,1680528680,jp,140.2733,37.378284
1906,塩屋崎カントリークラブ,7,1680528680,1680528680,jp,140.958542,36.999889
1930,白河高原カントリークラブ,7,1680528680,1680528680,jp,140.076736,37.15831
1929,白河メドウゴルフ倶楽部,7,1680528680,1680528680,jp,140.063171,37.292126
1923,棚倉田舎倶楽部,7,1680528680,1680528680,jp,140.405548,37.039936
1924,猫魔ホテル猪苗代ゴルフコース,7,1680528680,1680528680,jp,140.191788,37.677383
1897,パーシモンカントリークラブ,7,1680528680,1680528680,jp,140.660873,37.797703
1939,矢吹ゴルフ倶楽部,7,1680528680,1680528680,jp,140.329422,37.172314
1927,湯本スプリングスカントリークラブ,7,1680528680,1680528680,jp,140.7397,36.98103
162,浅見ゴルフ倶楽部,8,1680528680,1680528680,jp,140.323257,36.385979
192,アスレチックガーデンゴルフ倶楽部,8,1680528680,1680528680,jp,140.353806,35.939198
114,阿見ゴルフクラブ,8,1680528680,1680528680,jp,140.238113,36.001289
2296,イーグルポイントゴルフクラブ,8,1680528680,1680528680,jp,140.194763,35.982681
116,茨城ゴルフ倶楽部,8,1680528680,1680528680,jp,140.053116,36.002213
118,茨城パシフィックカントリー倶楽部,8,1680528680,1680528680,jp,140.757858,36.821423
119,茨城ロイヤルカントリー倶楽部,8,1680528680,1680528680,jp,140.505066,36.558266
127,岩瀬桜川カントリークラブ,8,1680528680,1680528680,jp,140.118774,36.395069
76,うぐいすの森ゴルフクラブ水戸,8,1680528680,1680528680,jp,140.227158,36.452587
82,オールドオーチャードゴルフクラブ,8,1680528680,1680528680,jp,140.426941,36.249966
164,大洗ゴルフ倶楽部,8,1680528680,1680528680,jp,140.588028,36.3241
165,大利根カントリークラブ,8,1680528680,1680528680,jp,139.898972,36.028439
142,鹿島の杜カントリー倶楽部,8,1680528680,1680528680,jp,140.582611,36.053875
194,霞台カントリークラブ,8,1680528680,1680528680,jp,140.381134,35.967289
135,桂ヶ丘カントリークラブ,8,1680528680,1680528680,jp,140.316162,36.501076
132,金砂郷カントリークラブ,8,1680528680,1680528680,jp,140.447586,36.5798
83,カバヤゴルフクラブ,8,1680528680,1680528680,jp,140.301819,36.581772
85,カントリークラブ・ザ・レイクス,8,1680528680,1680528680,jp,140.256866,36.353516
133,金乃台カントリークラブ,8,1680528680,1680528680,jp,140.161163,35.97126
86,グランドスラムカントリークラブ,8,1680528680,1680528680,jp,140.553238,36.555683
87,ゴルフ倶楽部セブンレイクス,8,1680528680,1680528680,jp,140.352081,36.597775
140,桜ゴルフ倶楽部,8,1680528680,1680528680,jp,140.377213,35.975716
141,桜の宮ゴルフ倶楽部,8,1680528680,1680528680,jp,140.320206,36.379044
2319,猿島カントリー倶楽部,8,1680528680,1680528680,jp,139.856323,36.124424
94,サミットゴルフクラブ,8,1680528680,1680528680,jp,140.227509,36.248272
88,ザ・インペリアルカントリークラブ,8,1680528680,1680528680,jp,140.329605,35.991508
89,ザ・オーシャンゴルフクラブ,8,1680528680,1680528680,jp,140.647217,36.64901
91,ザ・ロイヤルゴルフクラブ,8,1680528680,1680528680,jp,140.576126,36.097916
143,宍戸ヒルズカントリークラブ,8,1680528680,1680528680,jp,140.280212,36.325298
180,白帆カントリークラブ,8,1680528680,1680528680,jp,140.455719,36.131203
84,城里ゴルフ倶楽部,8,1680528680,1680528680,jp,140.247314,36.460289
75,ジェイゴルフ霞ヶ浦,8,1680528680,1680528680,jp,140.531845,35.994991
149,常総カントリー倶楽部,8,1680528680,1680528680,jp,139.920303,35.985371
150,常陽カントリー倶楽部,8,1680528680,1680528680,jp,140.054977,36.007008
125,スターツ笠間ゴルフ倶楽部,8,1680528680,1680528680,jp,140.325104,36.412495
96,スプリングフィルズゴルフクラブ,8,1680528680,1680528680,jp,140.024963,36.371624
139,高萩カントリークラブ,8,1680528680,1680528680,jp,140.566727,36.791306
167,筑波カントリークラブ,8,1680528680,1680528680,jp,140.062729,35.994286
168,筑波学園ゴルフ倶楽部,8,1680528680,1680528680,jp,140.074036,36.372871
104,つくばねカントリークラブ,8,1680528680,1680528680,jp,140.116028,36.196182
172,土浦カントリー倶楽部,8,1680528680,1680528680,jp,140.355713,35.954979
174,取手桜が丘ゴルフクラブ,8,1680528680,1680528680,jp,140.122681,35.900658
175,那珂カントリー倶楽部,8,1680528680,1680528680,jp,140.391205,36.540897
106,ニッソーカントリークラブ,8,1680528680,1680528680,jp,140.235474,35.866421
187,ノースショアカントリークラブ,8,1680528680,1680528680,jp,140.522903,36.082176
173,東筑波カントリークラブ,8,1680528680,1680528680,jp,140.214539,36.23674
178,日立ゴルフクラブ,8,1680528680,1680528680,jp,140.654617,36.614445
183,富士カントリー笠間倶楽部,8,1680528680,1680528680,jp,140.337311,36.421104
185,扶桑カントリー倶楽部,8,1680528680,1680528680,jp,140.307327,36.390137
107,フレンドシップカントリークラブ,8,1680528680,1680528680,jp,139.908478,36.132652
152,マナゴルフクラブ,8,1680528680,1680528680,jp,140.342438,36.585342
155,水戸・ゴルフ・クラブ,8,1680528680,1680528680,jp,140.375671,36.401192
158,水戸レイクスカントリークラブ,8,1680528680,1680528680,jp,140.347488,36.482235
181,美浦ゴルフ倶楽部,8,1680528680,1680528680,jp,140.347672,36.011559
191,龍ヶ崎カントリー倶楽部,8,1680528680,1680528680,jp,140.216583,35.944225
109,ワンウェイゴルフクラブ,8,1680528680,1680528680,jp,140.263596,36.08646
1722,足利城ゴルフ倶楽部,9,1680528680,1680528680,jp,139.465576,36.383568
1637,アローエースゴルフクラブ,9,1680528680,1680528680,jp,139.968277,36.792934
1638,イーストウッドカントリークラブ,9,1680528680,1680528680,jp,139.842209,36.688976
1680,宇都宮カンツリークラブ,9,1680528680,1680528680,jp,139.862915,36.599861
1728,大日向カントリー倶楽部,9,1680528680,1680528680,jp,139.98587,36.757423
1729,大平台カントリークラブ,9,1680528680,1680528680,jp,139.676605,36.367165
1709,小山ゴルフクラブ,9,1680528680,1680528680,jp,139.81543,36.341335
1708,鹿沼カントリー倶楽部,9,1680528680,1680528680,jp,139.778625,36.502605
1707,鹿沼72カントリークラブ,9,1680528680,1680528680,jp,139.734451,36.51186
1645,鹿沼プレミアゴルフ倶楽部,9,1680528680,1680528680,jp,139.665573,36.588573
1683,烏山城カントリークラブ,9,1680528680,1680528680,jp,140.141937,36.710358
1692,関東国際カントリークラブ,9,1680528680,1680528680,jp,140.137253,36.542599
1694,喜連川カントリー倶楽部,9,1680528680,1680528680,jp,140.056564,36.761868
1699,広陵カントリークラブ,9,1680528680,1680528680,jp,139.731018,36.576111
1641,ゴールド佐野カントリークラブ,9,1680528680,1680528680,jp,139.559601,36.387974
1666,ゴールド栃木プレジデントカントリークラブ,9,1680528680,1680528680,jp,139.679398,36.419006
1687,塩原カントリークラブ,9,1680528680,1680528680,jp,139.926331,36.966259
1738,東雲ゴルフクラブ,9,1680528680,1680528680,jp,140.054306,36.64962
1710,城山カントリー倶楽部,9,1680528680,1680528680,jp,139.376999,36.396351
1714,杉ノ郷カントリークラブ,9,1680528680,1680528680,jp,139.788071,36.733868
1719,千成ゴルフクラブ,9,1680528680,1680528680,jp,140.040009,36.795731
1730,鷹ゴルフ倶楽部,9,1680528680,1680528680,jp,139.69281,36.494244
1733,都賀カンツリー倶楽部,9,1680528680,1680528680,jp,139.683838,36.447601
1739,東松苑ゴルフ倶楽部,9,1680528680,1680528680,jp,139.528198,36.319859
1746,栃木ヶ丘ゴルフ倶楽部,9,1680528680,1680528680,jp,139.71463,36.418446
2337,トムソンカントリー倶楽部,9,1680528680,1680528680,jp,139.726517,36.4772
1743,那須伊王野カントリークラブ,9,1680528680,1680528680,jp,140.166519,36.962791
1751,那須カントリークラブ,9,1680528680,1680528680,jp,140.095383,36.985252
1750,那須ゴルフ倶楽部,9,1680528680,1680528680,jp,139.992386,37.106594
1759,南摩城カントリークラブ,9,1680528680,1680528680,jp,139.716797,36.526054
1716,西那須野カントリー倶楽部,9,1680528680,1680528680,jp,139.935257,36.95192
1761,日光カンツリー倶楽部,9,1680528680,1680528680,jp,139.666473,36.740898
1766,芳賀カントリークラブ,9,1680528680,1680528680,jp,140.106155,36.520306
1736,東ノ宮カントリークラブ,9,1680528680,1680528680,jp,140.165131,36.502663
1668,ホウライカントリー倶楽部,9,1680528680,1680528680,jp,139.930206,36.946823
1691,皆川城カントリークラブ,9,1680528680,1680528680,jp,139.678055,36.402725
1684,南栃木ゴルフ倶楽部,9,1680528680,1680528680,jp,139.549652,36.528297
1672,メイフラワーゴルフクラブ,9,1680528680,1680528680,jp,139.908798,36.881435
1767,矢板カントリークラブ,9,1680528680,1680528680,jp,139.891983,36.866791
1682,ラインヒルゴルフクラブ,9,1680528680,1680528680,jp,139.746475,36.653381
1676,レイクランドカントリークラブ,9,1680528680,1680528680,jp,139.787811,36.611855
1718,赤城カントリー倶楽部,10,1680528680,1680528680,jp,139.237,36.462708
573,赤城国際カントリークラブ,10,1680528680,1680528680,jp,139.12822,36.517929
572,赤城ゴルフ倶楽部,10,1680528680,1680528680,jp,139.07193,36.536804
539,伊香保カントリークラブ,10,1680528680,1680528680,jp,138.938751,36.498146
542,伊香保国際カンツリークラブ,10,1680528680,1680528680,jp,138.947357,36.510754
577,太田双葉カントリークラブ,10,1680528680,1680528680,jp,139.334747,36.357552
563,小幡郷ゴルフ倶楽部,10,1680528680,1680528680,jp,138.923386,36.219753
554,軽井沢高原ゴルフ倶楽部,10,1680528680,1680528680,jp,138.569366,36.457584
547,関越ハイランドゴルフクラブ,10,1680528680,1680528680,jp,138.964783,36.232155
545,甘楽カントリークラブ,10,1680528680,1680528680,jp,138.9422,36.227341
552,桐生カントリークラブ,10,1680528680,1680528680,jp,139.226212,36.489529
575,草津カントリークラブ,10,1680528680,1680528680,jp,138.577484,36.572674
522,グリーンパークカントリークラブ,10,1680528680,1680528680,jp,138.997452,36.198326
1689,下秋間カントリークラブ,10,1680528680,1680528680,jp,138.894897,36.354954
543,下仁田カントリークラブ,10,1680528680,1680528680,jp,138.815689,36.210705
586,白水ゴルフ倶楽部,10,1680528680,1680528680,jp,138.983444,36.553909
568,新玉村ゴルフ場,10,1680528680,1680528680,jp,139.149185,36.282925
565,上武カントリークラブ,10,1680528680,1680528680,jp,139.048309,36.185398
559,高山ゴルフ倶楽部,10,1680528680,1680528680,jp,138.959335,36.621689
528,ツインレイクスカントリー倶楽部,10,1680528680,1680528680,jp,139.021957,36.19257
590,富岡ゴルフ倶楽部,10,1680528680,1680528680,jp,138.828873,36.258961
562,初穂カントリークラブ,10,1680528680,1680528680,jp,139.122589,36.673115
574,前橋ゴルフ場,10,1680528680,1680528680,jp,139.040482,36.424534
596,緑野カントリークラブ,10,1680528680,1680528680,jp,138.997452,36.198326
595,妙義カントリークラブ,10,1680528680,1680528680,jp,138.772385,36.266361
556,メイレイクヒルズカントリークラブ,10,1680528680,1680528680,jp,139.042831,36.202103
527,ヴィレッジ東軽井沢ゴルフクラブ,10,1680528680,1680528680,jp,138.688232,36.376087
745,石坂ゴルフ倶楽部,11,1680528680,1680528680,jp,139.364456,35.997429
766,入間カントリー倶楽部,11,1680528680,1680528680,jp,139.317917,35.966915
715,浦和ゴルフ倶楽部,11,1680528680,1680528680,jp,139.616821,35.845989
707,おおむらさきゴルフ倶楽部,11,1680528680,1680528680,jp,139.341202,36.06493
719,岡部チサンカントリークラブ,11,1680528680,1680528680,jp,139.217072,36.192982
741,小川カントリークラブ,11,1680528680,1680528680,jp,139.278351,36.061134
716,越生ゴルフクラブ,11,1680528680,1680528680,jp,139.293594,35.997177
720,霞ヶ関カンツリー倶楽部,11,1680528680,1680528680,jp,139.404709,35.89909
746,川越カントリークラブ,11,1680528680,1680528680,jp,139.388443,36.089096
747,川越グリーンクロス,11,1680528680,1680528680,jp,139.543106,35.908768
783,北武蔵カントリークラブ,11,1680528680,1680528680,jp,139.105225,36.180191
743,清澄ゴルフ倶楽部,11,1680528680,1680528680,jp,139.348938,36.006351
722,久邇カントリークラブ,11,1680528680,1680528680,jp,139.344604,35.870941
725,熊谷ゴルフクラブ,11,1680528680,1680528680,jp,139.358322,36.14653
734,鴻巣カントリークラブ,11,1680528680,1680528680,jp,139.527908,36.098099
740,こだま神川カントリークラブ,11,1680528680,1680528680,jp,139.071686,36.171764
739,児玉カントリー倶楽部,11,1680528680,1680528680,jp,139.131531,36.16806
708,こだまゴルフクラブ,11,1680528680,1680528680,jp,139.145233,36.19883
733,高麗川カントリークラブ,11,1680528680,1680528680,jp,139.315598,35.912052
738,埼玉国際ゴルフ倶楽部,11,1680528680,1680528680,jp,139.065536,36.146473
735,さいたまゴルフクラブ,11,1680528680,1680528680,jp,139.309143,35.917892
778,さいたま梨花カントリークラブ,11,1680528680,1680528680,jp,139.235703,35.997231
709,彩の森カントリークラブ,11,1680528680,1680528680,jp,139.063156,36.033253
723,狭山ゴルフ・クラブ,11,1680528680,1680528680,jp,139.349228,35.805614
785,ザ ナショナルカントリー倶楽部 埼玉,11,1680528680,1680528680,jp,139.08783,36.060669
742,森林公園ゴルフ倶楽部,11,1680528680,1680528680,jp,139.248657,36.095707
732,高坂カントリークラブ,11,1680528680,1680528680,jp,139.386047,36.004829
731,高根カントリー倶楽部,11,1680528680,1680528680,jp,139.343338,36.092915
724,玉川カントリークラブ,11,1680528680,1680528680,jp,139.29158,36.018078
753,秩父国際カントリークラブ,11,1680528680,1680528680,jp,139.136124,36.058968
759,東京ゴルフ倶楽部,11,1680528680,1680528680,jp,139.405548,35.896309
755,長瀞カントリークラブ,11,1680528680,1680528680,jp,139.144287,36.120689
765,日本カントリークラブ,11,1680528680,1680528680,jp,139.302246,35.9828
767,鳩山カントリークラブ,11,1680528680,1680528680,jp,139.344177,35.994446
768,飯能くすの樹カントリー倶楽部,11,1680528680,1680528680,jp,139.268799,35.860741
769,飯能グリーンカントリークラブ,11,1680528680,1680528680,jp,139.271439,35.87207
770,飯能ゴルフクラブ,11,1680528680,1680528680,jp,139.359039,35.861889
760,東松山カントリークラブ,11,1680528680,1680528680,jp,139.382477,36.068176
772,美里ゴルフ倶楽部,11,1680528680,1680528680,jp,139.175308,36.150517
718,武蔵の杜カントリークラブ,11,1680528680,1680528680,jp,139.271057,35.978134
779,武蔵松山カントリークラブ,11,1680528680,1680528680,jp,139.347305,36.016659
713,ユニオンエースゴルフクラブ,11,1680528680,1680528680,jp,139.025421,36.037281
721,寄居カントリークラブ,11,1680528680,1680528680,jp,139.242905,36.09338
784,嵐山カントリークラブ,11,1680528680,1680528680,jp,139.31987,36.019672
714,リバーサイドフェニックスゴルフクラブ,11,1680528680,1680528680,jp,139.546494,35.947956
1275,アクアラインゴルフクラブ,12,1680528680,1680528680,jp,140.086426,35.37513
2453,麻倉ゴルフ倶楽部,12,1680528680,1680528680,jp,140.227173,35.638294
1323,姉ヶ崎カントリー倶楽部,12,1680528680,1680528680,jp,140.082291,35.436615
1301,我孫子ゴルフ倶楽部,12,1680528680,1680528680,jp,140.054367,35.866077
1298,一の宮カントリー倶楽部,12,1680528680,1680528680,jp,140.365082,35.345119
1326,市原京急カントリークラブ,12,1680528680,1680528680,jp,140.130859,35.424301
1270,オーク・ヒルズカントリークラブ,12,1680528680,1680528680,jp,140.487961,35.807674
1272,かずさカントリークラブ,12,1680528680,1680528680,jp,140.168427,35.325928
1337,上総富士ゴルフクラブ,12,1680528680,1680528680,jp,140.034744,35.240906
1336,上総モナークカントリークラブ,12,1680528680,1680528680,jp,140.095123,35.24839
1315,香取カントリークラブ,12,1680528680,1680528680,jp,140.538666,35.859505
1286,鹿野山ゴルフ倶楽部,12,1680528680,1680528680,jp,139.960587,35.25251
1303,鎌ヶ谷カントリークラブ,12,1680528680,1680528680,jp,139.977646,35.771263
1273,カメリアヒルズカントリークラブ,12,1680528680,1680528680,jp,140.019699,35.361393
1304,鴨川カントリークラブ,12,1680528680,1680528680,jp,140.106049,35.148556
1299,加茂ゴルフ倶楽部,12,1680528680,1680528680,jp,140.184464,35.29808
1274,カレドニアン・ゴルフクラブ,12,1680528680,1680528680,jp,140.444107,35.677185
1408,木更津ゴルフクラブ,12,1680528680,1680528680,jp,140.006668,35.350346
