,urls,golfCourseId,prefecture
0,https://shotnavi.jp/gcguide/cdata/cdata_2095_2211.htm,2095,1
1,https://shotnavi.jp/gcguide/cdata/cdata_2095_4451.htm,2095,1
2,https://shotnavi.jp/gcguide/cdata/cdata_2157_385.htm,2157,1
3,https://shotnavi.jp/gcguide/cdata/cdata_2157_2667.htm,2157,1
4,https://shotnavi.jp/gcguide/cdata/cdata_2157_4649.htm,2157,1
5,https://shotnavi.jp/gcguide/cdata/cdata_2162_389.htm,2162,1
6,https://shotnavi.jp/gcguide/cdata/cdata_2162_2671.htm,2162,1
7,https://shotnavi.jp/gcguide/cdata/cdata_2160_387.htm,2160,1
8,https://shotnavi.jp/gcguide/cdata/cdata_2160_2669.htm,2160,1
9,https://shotnavi.jp/gcguide/cdata/cdata_2123_349.htm,2123,1
10,https://shotnavi.jp/gcguide/cdata/cdata_2123_2632.htm,2123,1
11,https://shotnavi.jp/gcguide/cdata/cdata_2161_388.htm,2161,1
12,https://shotnavi.jp/gcguide/cdata/cdata_2161_2670.htm,2161,1
13,https://shotnavi.jp/gcguide/cdata/cdata_2261_2212.htm,2261,1
14,https://shotnavi.jp/gcguide/cdata/cdata_2101_433.htm,2101,1
15,https://shotnavi.jp/gcguide/cdata/cdata_2101_2715.htm,2101,1
16,https://shotnavi.jp/gcguide/cdata/cdata_2132_410.htm,2132,1
17,https://shotnavi.jp/gcguide/cdata/cdata_2132_2692.htm,2132,1
18,https://shotnavi.jp/gcguide/cdata/cdata_2421_5435.htm,2421,1
19,https://shotnavi.jp/gcguide/cdata/cdata_2421_5436.htm,2421,1
20,https://shotnavi.jp/gcguide/cdata/cdata_2149_323.htm,2149,1
21,https://shotnavi.jp/gcguide/cdata/cdata_2149_2608.htm,2149,1
22,https://shotnavi.jp/gcguide/cdata/cdata_2114_342.htm,2114,1
23,https://shotnavi.jp/gcguide/cdata/cdata_2114_2626.htm,2114,1
24,https://shotnavi.jp/gcguide/cdata/cdata_2104_436.htm,2104,1
25,https://shotnavi.jp/gcguide/cdata/cdata_2104_2718.htm,2104,1
26,https://shotnavi.jp/gcguide/cdata/cdata_2213_283.htm,2213,1
27,https://shotnavi.jp/gcguide/cdata/cdata_2213_2568.htm,2213,1
28,https://shotnavi.jp/gcguide/cdata/cdata_2214_284.htm,2214,1
29,https://shotnavi.jp/gcguide/cdata/cdata_2214_2569.htm,2214,1
30,https://shotnavi.jp/gcguide/cdata/cdata_2214_4617.htm,2214,1
31,https://shotnavi.jp/gcguide/cdata/cdata_2105_139.htm,2105,1
32,https://shotnavi.jp/gcguide/cdata/cdata_2105_2010.htm,2105,1
33,https://shotnavi.jp/gcguide/cdata/cdata_2169_296.htm,2169,1
34,https://shotnavi.jp/gcguide/cdata/cdata_2169_2581.htm,2169,1
35,https://shotnavi.jp/gcguide/cdata/cdata_2154_5412.htm,2154,1
36,https://shotnavi.jp/gcguide/cdata/cdata_2154_5413.htm,2154,1
37,https://shotnavi.jp/gcguide/cdata/cdata_2099_5410.htm,2099,1
38,https://shotnavi.jp/gcguide/cdata/cdata_2099_5411.htm,2099,1
39,https://shotnavi.jp/gcguide/cdata/cdata_2106_438.htm,2106,1
40,https://shotnavi.jp/gcguide/cdata/cdata_2106_2720.htm,2106,1
41,https://shotnavi.jp/gcguide/cdata/cdata_2175_353.htm,2175,1
42,https://shotnavi.jp/gcguide/cdata/cdata_2175_2636.htm,2175,1
43,https://shotnavi.jp/gcguide/cdata/cdata_2175_4642.htm,2175,1
44,https://shotnavi.jp/gcguide/cdata/cdata_2176_530.htm,2176,1
45,https://shotnavi.jp/gcguide/cdata/cdata_2141_2577.htm,2141,1
46,https://shotnavi.jp/gcguide/cdata/cdata_2141_292.htm,2141,1
47,https://shotnavi.jp/gcguide/cdata/cdata_2164_335.htm,2164,1
48,https://shotnavi.jp/gcguide/cdata/cdata_2164_2620.htm,2164,1
49,https://shotnavi.jp/gcguide/cdata/cdata_2100_379.htm,2100,1
50,https://shotnavi.jp/gcguide/cdata/cdata_2100_2661.htm,2100,1
51,https://shotnavi.jp/gcguide/cdata/cdata_2166_336.htm,2166,1
52,https://shotnavi.jp/gcguide/cdata/cdata_2225_304.htm,2225,1
53,https://shotnavi.jp/gcguide/cdata/cdata_2225_2589.htm,2225,1
54,https://shotnavi.jp/gcguide/cdata/cdata_2224_303.htm,2224,1
55,https://shotnavi.jp/gcguide/cdata/cdata_2224_2588.htm,2224,1
56,https://shotnavi.jp/gcguide/cdata/cdata_2224_4624.htm,2224,1
57,https://shotnavi.jp/gcguide/cdata/cdata_2207_330.htm,2207,1
58,https://shotnavi.jp/gcguide/cdata/cdata_2207_2615.htm,2207,1
59,https://shotnavi.jp/gcguide/cdata/cdata_2207_4636.htm,2207,1
60,https://shotnavi.jp/gcguide/cdata/cdata_2208_331.htm,2208,1
61,https://shotnavi.jp/gcguide/cdata/cdata_2208_2616.htm,2208,1
62,https://shotnavi.jp/gcguide/cdata/cdata_2219_103.htm,2219,1
63,https://shotnavi.jp/gcguide/cdata/cdata_2219_2423.htm,2219,1
64,https://shotnavi.jp/gcguide/cdata/cdata_2221_290.htm,2221,1
65,https://shotnavi.jp/gcguide/cdata/cdata_2221_2575.htm,2221,1
66,https://shotnavi.jp/gcguide/cdata/cdata_2221_4620.htm,2221,1
67,https://shotnavi.jp/gcguide/cdata/cdata_2222_293.htm,2222,1
68,https://shotnavi.jp/gcguide/cdata/cdata_2222_2578.htm,2222,1
69,https://shotnavi.jp/gcguide/cdata/cdata_2222_4621.htm,2222,1
70,https://shotnavi.jp/gcguide/cdata/cdata_2222_5130.htm,2222,1
71,https://shotnavi.jp/gcguide/cdata/cdata_2220_289.htm,2220,1
72,https://shotnavi.jp/gcguide/cdata/cdata_2220_2574.htm,2220,1
73,https://shotnavi.jp/gcguide/cdata/cdata_2102_434.htm,2102,1
74,https://shotnavi.jp/gcguide/cdata/cdata_2102_2716.htm,2102,1
75,https://shotnavi.jp/gcguide/cdata/cdata_2103_435.htm,2103,1
76,https://shotnavi.jp/gcguide/cdata/cdata_2103_2717.htm,2103,1
77,https://shotnavi.jp/gcguide/cdata/cdata_2167_337.htm,2167,1
78,https://shotnavi.jp/gcguide/cdata/cdata_2167_2621.htm,2167,1
79,https://shotnavi.jp/gcguide/cdata/cdata_2146_2130.htm,2146,1
80,https://shotnavi.jp/gcguide/cdata/cdata_2146_4379.htm,2146,1
81,https://shotnavi.jp/gcguide/cdata/cdata_2177_354.htm,2177,1
82,https://shotnavi.jp/gcguide/cdata/cdata_2177_2637.htm,2177,1
83,https://shotnavi.jp/gcguide/cdata/cdata_2209_2112.htm,2209,1
84,https://shotnavi.jp/gcguide/cdata/cdata_2209_4361.htm,2209,1
85,https://shotnavi.jp/gcguide/cdata/cdata_2209_5064.htm,2209,1
86,https://shotnavi.jp/gcguide/cdata/cdata_2209_5259.htm,2209,1
87,https://shotnavi.jp/gcguide/cdata/cdata_2210_332.htm,2210,1
88,https://shotnavi.jp/gcguide/cdata/cdata_2210_2617.htm,2210,1
89,https://shotnavi.jp/gcguide/cdata/cdata_2259_231.htm,2259,1
90,https://shotnavi.jp/gcguide/cdata/cdata_2259_2517.htm,2259,1
91,https://shotnavi.jp/gcguide/cdata/cdata_2236_260.htm,2236,1
92,https://shotnavi.jp/gcguide/cdata/cdata_2236_2545.htm,2236,1
93,https://shotnavi.jp/gcguide/cdata/cdata_2172_299.htm,2172,1
94,https://shotnavi.jp/gcguide/cdata/cdata_2172_2584.htm,2172,1
95,https://shotnavi.jp/gcguide/cdata/cdata_2172_4623.htm,2172,1
96,https://shotnavi.jp/gcguide/cdata/cdata_2172_5131.htm,2172,1
97,https://shotnavi.jp/gcguide/cdata/cdata_2173_352.htm,2173,1
98,https://shotnavi.jp/gcguide/cdata/cdata_2173_2635.htm,2173,1
99,https://shotnavi.jp/gcguide/cdata/cdata_2173_4641.htm,2173,1
100,https://shotnavi.jp/gcguide/cdata/cdata_2174_91.htm,2174,1
101,https://shotnavi.jp/gcguide/cdata/cdata_2174_2413.htm,2174,1
102,https://shotnavi.jp/gcguide/cdata/cdata_2174_4591.htm,2174,1
103,https://shotnavi.jp/gcguide/cdata/cdata_2107_439.htm,2107,1
104,https://shotnavi.jp/gcguide/cdata/cdata_2107_2721.htm,2107,1
105,https://shotnavi.jp/gcguide/cdata/cdata_2107_4658.htm,2107,1
106,https://shotnavi.jp/gcguide/cdata/cdata_2129_407.htm,2129,1
107,https://shotnavi.jp/gcguide/cdata/cdata_2129_2689.htm,2129,1
108,https://shotnavi.jp/gcguide/cdata/cdata_2223_5364.htm,2223,1
109,https://shotnavi.jp/gcguide/cdata/cdata_2223_5365.htm,2223,1
110,https://shotnavi.jp/gcguide/cdata/cdata_2110_338.htm,2110,1
111,https://shotnavi.jp/gcguide/cdata/cdata_2110_2622.htm,2110,1
112,https://shotnavi.jp/gcguide/cdata/cdata_2165_123.htm,2165,1
113,https://shotnavi.jp/gcguide/cdata/cdata_2112_340.htm,2112,1
114,https://shotnavi.jp/gcguide/cdata/cdata_2112_2624.htm,2112,1
115,https://shotnavi.jp/gcguide/cdata/cdata_2113_341.htm,2113,1
116,https://shotnavi.jp/gcguide/cdata/cdata_2113_2625.htm,2113,1
117,https://shotnavi.jp/gcguide/cdata/cdata_2159_27.htm,2159,1
118,https://shotnavi.jp/gcguide/cdata/cdata_2159_2364.htm,2159,1
119,https://shotnavi.jp/gcguide/cdata/cdata_2197_2555.htm,2197,1
120,https://shotnavi.jp/gcguide/cdata/cdata_2197_270.htm,2197,1
121,https://shotnavi.jp/gcguide/cdata/cdata_2178_355.htm,2178,1
122,https://shotnavi.jp/gcguide/cdata/cdata_2178_2638.htm,2178,1
123,https://shotnavi.jp/gcguide/cdata/cdata_2097_376.htm,2097,1
124,https://shotnavi.jp/gcguide/cdata/cdata_2097_2658.htm,2097,1
125,https://shotnavi.jp/gcguide/cdata/cdata_2097_4646.htm,2097,1
126,https://shotnavi.jp/gcguide/cdata/cdata_2182_359.htm,2182,1
127,https://shotnavi.jp/gcguide/cdata/cdata_2182_2641.htm,2182,1
128,https://shotnavi.jp/gcguide/cdata/cdata_2184_18.htm,2184,1
129,https://shotnavi.jp/gcguide/cdata/cdata_2184_2355.htm,2184,1
130,https://shotnavi.jp/gcguide/cdata/cdata_2184_4580.htm,2184,1
