,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4D,5,3N,4,4,3N,5D,4,36
1,Back,390,394,567,175,366,392,165,558,366,3373
2,Reg.,373,379,539,156,350,365,143,526,346,3177
3,Front,351,357,506,139,324,333,138,490,323,2961
4,Gold,350,329,443,120,300,294,130,473,299,2738
5,Ladies,312,298,401,120,283,294,130,425,299,2562
6,Hdcp,13,11,5,15,7,1,9,3,17,­
