,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4,4,3N,4,3,4,5D,36
1,BLUE TEE,402,525,347,424,186,385,183,356,522,3330
2,WHITE TEE,380,510,335,407,149,360,158,340,506,3145
3,RED TEE,327,444,310,335,125,300,98,292,438,2669
4,BLACK TEE,423,570,365,468,216,398,196,363,569,3568
5,Hdcp,9,6,15,1,13,7,17,11,5,­
