,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4.0,4.0,3.0,4.0,4.0,5D,3N,4.0,5.0,36
1,Back,339.0,341.0,230.0,412.0,396.0,580,189,360.0,596.0,3443
2,Front,313.0,318.0,190.0,388.0,356.0,530,160,345.0,575.0,3175
3,Reg.,274.0,269.0,134.0,326.0,301.0,420,146,258.0,514.0,2642
4,Hdcp,,,,,,,,,,­
