,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3N,4,5,4,3,4D,4,5,36
1,black,371,202,421,535,365,170,422,390,542,3418
2,blue,354,171,397,507,329,152,388,367,517,3182
3,Hdcp,16,14,6,2,12,18,8,4,10,­
