,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3N,4,5,4,3,4D,4,5,36
1,Black,371,202,421,535,365,170,422,390,537,3413
2,Blue,354,171,397,507,329,152,388,367,517,3182
3,White,317,171,373,473,291,152,388,332,517,3014
4,Green,286,131,341,447,256,126,312,301,449,2649
5,Red,286,110,294,418,256,105,312,301,449,2531
6,Hdcp,16,14,6,2,12,18,8,4,10,­
