,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,3,4,4D,4,3N,5,4,36
1,FullBack,550,430,203,397,374,415,175,572,418,3534
2,Back,535,393,188,365,352,378,158,546,400,3315
3,Regular,512,377,169,374,319,358,140,518,382,3149
4,Front,463,336,149,358,298,336,123,493,360,2916
5,Ladies,434,298,130,242,273,316,107,447,330,2577
6,Hdcp,10,4,16,8,14,2,18,12,6,­
