,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3N,4,4,4,4,3,5D,36
1,FullBack,528,386,216,384,424,400,424,183,623,3568
2,Back,508,370,200,368,395,387,408,168,598,3402
3,Regular,490,352,180,348,383,369,387,149,560,3218
4,Front,475,320,136,328,376,347,368,128,505,2983
5,Ladies,461,303,104,289,247,314,262,105,483,2568
6,Hdcp,9,15,3,7,1,13,11,17,5,­
