,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,4,5,3,4,4D,3N,5,36
1,Blue tee,378,381,357,565,179,381,393,151,540,3325
2,White Tee,356,361,340,538,167,363,371,130,502,3128
3,Red Tee,313,307,274,441,108,297,329,106,414,2589
4,Hdcp,12,4,16,2,14,8,10,18,6,­
