,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3N,4,4,3,4,5,5D,36
1,Back,377,430,208,391,337,180,408,506,481,3318
2,Reg.,352,408,167,384,320,165,402,472,471,3141
3,Front,347,378,157,377,314,147,393,460,449,3022
4,Gold,287,253,155,316,298,147,306,430,423,2615
5,Ladies,287,253,155,316,298,147,306,430,423,2615
6,Hdcp,12,4,16,8,14,18,2,6,10,­
