,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4D,3,4,4,4,3N,5,36
1,BACK.T,430,538,425,184,400,371,340,226,545,3459
2,REG.T,405,520,403,165,379,346,328,194,531,3271
3,LADIES.T,345,374,349,122,337,323,260,106,407,2623
4,Hdcp,15,5,11,17,1,3,13,7,9,­
