,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3,4,4,3N,4,5D,4,36
1,Black,536,401,197,402,447,197,429,512,405,3526
2,Blue,530,386,170,374,428,181,409,483,380,3341
3,White,502,353,143,335,389,152,376,455,355,3060
4,Green,433,290,112,309,295,122,352,434,332,2679
5,Red,433,290,112,309,295,122,352,434,332,2679
6,Hdcp,7,5,17,9,3,13,1,15,11,­
