,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,3N,4,5,3,5,4D,4,36
1,Back,398,417,159,416,512,186,566,410,418,3482
2,Reg.,377,362,139,399,498,172,550,388,390,3275
3,Front,370,352,120,399,475,163,537,378,378,3172
4,Gold,331,270,115,291,406,163,456,317,324,2673
5,Ladies,331,270,115,291,406,163,456,317,324,2673
6,Hdcp,13,7,17,3,5,15,1,9,11,­
