,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5D,4,3N,4,3,5,4,36
1,Champion,408,381,565,429,221,329,224,522,454,3533
2,Back,384,368,552,399,207,315,206,510,411,3352
3,Reg.,369,356,537,378,191,298,183,484,387,3183
4,Front,352,347,519,367,170,283,161,453,362,3014
5,Ladies BT,268,347,447,318,150,263,144,423,323,2683
6,Ladies FT,226,242,392,250,128,263,144,363,323,2331
7,Hdcp,3,15,9,1,7,13,5,17,11,­
