,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3N,4,4,5,3,5D,4,36
1,フルバック,377,362,161,377,351,516,193,535,423,3295
2,バック,358,335,139,359,327,499,175,518,395,3105
3,レギュラー,345,320,124,329,307,478,153,500,371,2927
4,フロント,327,302,122,312,283,458,150,496,366,2816
5,レディース,284,284,125,294,273,372,141,407,338,2518
6,Hdcp,12,4,18,8,16,2,6,14,10,­
