,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,3,4,4,5D,4,3,4,35
1,Back,388,336,146,372,274,509,268,177,355,2825
2,Reg.,378,325,139,365,267,499,258,164,337,2732
3,Hdcp,9,5,13,3,15,1,17,11,7,­
