,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,3N,4,4,4,5D,3,4,36
1,ﾊﾞｯｸ.T,420,525,248,383,429,393,565,175,438,3576
2,ﾚｷﾞｭﾗｰ,398,497,215,343,383,366,519,146,410,3277
3,ﾌﾛﾝﾄT,376,480,167,324,359,346,499,129,389,3069
4,ｺﾞｰﾙﾄﾞT,358,432,127,293,298,318,470,101,360,2757
5,ﾚﾃﾞｨｰｽ.T,280,432,127,236,258,278,320,101,294,2326
6,Hdcp,7,11,5,3,1,15,9,17,13,­
