,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,4,3N,4,4,3,4,5D,36
1,Back,563,295,396,240,427,344,148,339,574,3326
2,Reg.,549,284,384,202,406,329,140,334,490,3118
3,Hdcp,9,13,7,5,1,3,17,15,11,­
