,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3,4,5,4,4,3,4,36
1,Back,538,428,198,347,531,396,395,175,398,3406
2,Reg.,528,408,183,337,511,376,381,157,378,3259
3,LT,448,338,158,327,411,315,325,129,328,2779
4,Hdcp,13,1,9,15,7,11,17,3,5,­
