,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,4D,4,3,5,4,3N,4,36
1,ﾊﾞｯｸ.T,377,549,370,441,210,535,363,182,407,3434
2,ﾚｷﾞｭﾗｰ.T,336,520,343,398,183,500,325,162,385,3152
3,ﾌﾛﾝﾄ.T,311,496,324,381,160,482,310,143,361,2968
4,ｺﾞｰﾙﾄﾞ.T,290,468,295,346,138,445,265,120,330,2697
5,ﾚﾃﾞｨｰｽ.T,290,420,295,294,138,445,265,120,290,2557
6,Hdcp,18,10,6,2,16,8,14,12,4,­
