,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,3N,5,4,4D,3,5,4,36
1,青マーク,329,332,164,437,394,382,183,463,292,2976
2,白マーク,308,321,141,425,373,381,164,449,280,2842
3,レディース,292,258,135,291,319,275,150,438,268,2426
4,Hdcp,10,4,16,8,2,14,12,6,18,­
