,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,4,3,4,4,3,5,4,36
1,Back,424,558,417,180,411,340,195,555,366,3446
2,REGULAR,402,529,394,158,393,322,165,496,352,3211
3,GOLD,387,492,379,142,385,297,146,483,348,3059
4,LADIES,342,411,310,141,322,296,145,469,325,2761
5,Hdcp,10,4,16,14,2,8,18,6,12,­
