,IN,10,11,12,13,14,15,16,17,18,計
0,Par,3,4,4D,5,3N,4,5,4,4,36
1,Back,176,321,378,503,140,365,509,355,464,3211
2,Regular,151,305,350,477,130,347,483,326,444,3013
3,Ladies,130,206,300,389,113,265,407,315,375,2500
4,Hdcp,16,10,4,2,14,8,12,18,6,­
