,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3N,5,4,4,3,4,4D,5,36
1,青マーク,410,154,513,338,328,171,260,382,468,3024
2,白マーク,406,140,497,325,313,160,251,374,451,2917
3,レディース,278,129,390,314,303,149,242,240,427,2472
4,Hdcp,9,15,3,1,7,13,17,5,11,­
