,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3,5,4,3N,4,4D,4,36
1,B.T,550,466,174,516,387,216,341,380,365,3395
2,R.T,527,444,158,495,363,196,324,360,349,3216
3,L.T,485,405,133,442,328,142,296,305,319,2855
4,Hdcp,11,1,13,3,7,17,15,9,5,­
