,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,3N,4,5D,4,3,4,4,36
1,Blue,540,340,120,430,510,405,212,445,450,3452
2,White,510,330,120,415,475,380,196,435,440,3301
3,Red,288,213,93,330,318,279,128,298,336,2283
4,Hdcp,4,10,16,8,2,14,18,12,6,­
