,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,5,4,3N,4D,4,5,3N,4D,37
1,Back,503,500,425,181,356,367,547,184,422,3485
2,Reg.,478,490,405,164,331,334,540,164,400,3306
3,Hdcp,9,3,15,13,7,1,5,17,11,­
