,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,3N,4,4,5D,3,4,4,4,36
1,Blue,516,146,367,393,492,178,360,420,408,3280
2,White,485,121,331,340,452,159,331,392,382,2993
3,Red,395,93,233,286,355,143,235,338,321,2399
4,Hdcp,10,16,4,8,2,14,18,6,12,­
