,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,3,5,4,4,4,3N,4,36
1,Back,391,515,231,532,373,366,389,127,364,3288
2,Reg.,370,491,205,514,354,352,371,124,350,3131
3,Hdcp,7,3,13,9,15,1,5,17,11,­
