,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3,4,5,4D,4,4,3N,5,36
1,サファイヤ,384,202,327,571,364,429,445,212,561,3495
2,パール,366,176,313,550,349,402,420,197,539,3312
3,エメラルド,349,155,295,530,329,379,394,172,510,3113
4,ゴールド,331,139,277,511,311,363,370,150,484,2936
5,ルビー,282,126,249,467,244,308,342,118,438,2574
6,Hdcp,10,16,4,8,14,2,6,18,12,­
