,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,4,4,5,3N,4,5D,4,36
1,BT,470,168,353,380,508,153,406,588,295,3321
2,RT,465,160,330,336,494,143,345,562,283,3118
3,FT,350,135,300,325,426,119,340,450,263,2708
4,Hdcp,3,9,15,1,7,13,11,5,17,­
